¾®ºÅ	ÈÕÆÚ	¾®¶Î¶¥	¾®¶Îµ×
L9-201	197406	1080	1084.6
L9-201	197406	1095.3	1096.4
L9-201	197406	1101.2	1101.7
L9-201	197406	1102.2	1103
L9-201	197406	1103.5	1106
L9-201	197406	1112.9	1113.4
L9-201	197406	1114.9	1115.6
L9-201	197406	1119.3	1120
L9-201	197406	1120.9	1121.5
L9-201	197406	1130.5	1131.7
L9-201	197406	1134.8	1137.5
L9-201	197406	1138.4	1138.9
L9-201	197406	1140.2	1140.8
L9-201	197406	1146.7	1147.2
L9-201	197406	1148.1	1148.6
L9-201	197406	1149.1	1153.6
L9-201	197406	1156.5	1157
L9-201	197406	1158.7	1159.1
L9-201	197406	1159.9	1160.5
L9-201	197406	1161	1161.4
L9-201	197406	1162.5	1163.4
L9-201	197406	1166.8	1167.4
L9-201	197406	1169	1169.5
L9-201	197406	1172.9	1173.5
L9-201	197406	1174	1174.4
L9-201	197406	1176.3	1180
L9-201	197406	1182.7	1183.1
L9-201	197406	1185.3	1186.8
L9-201	197406	1190.2	1190.8
L9-201	197406	1195.1	1195.7
L9-201	197406	1196.7	1198
L9-201	197406	1200.5	1201
L9-201	197406	1201.4	1202.4
L9-2011	199206	1129.9	1131.6
L9-2011	199206	1133.3	1138.3
L9-2011	199206	1154.1	1154.5
L9-2011	199206	1155.6	1156
L9-2011	199206	1156.9	1158.1
L9-2011	199206	1158.6	1162.3
L9-2011	199206	1163.3	1163.9
L9-2011	199206	1166.2	1169.7
L9-2011	199206	1170	1170.9
L9-2011	199206	1171.9	1172.4
L9-2011	199206	1174	1175
L9-2011	199206	1178	1179.2
L9-2011	199206	1179.5	1184.9
L9-2012	199212	954.4	954.9
L9-2012	199212	955.7	956.1
L9-2012	199212	960	960.5
L9-2012	199212	962.8	964.6
L9-2012	199212	965.4	966.8
L9-2012	199212	967.4	972
L9-2012	199212	999.4	999.9
L9-2012	199212	1000.6	1001.6
L9-2012	199212	1021.9	1022.4
L9-2012	199212	1024.4	1027.2
L9-2012	199212	1041.3	1042
L9-2012	199212	1042.8	1043.4
L9-2012	199212	1098	1098.4
L9-2012	199212	1099.4	1100.1
L9-2012	199212	1101.6	1102.4
L9-2012	199212	1104.8	1106.5
L9-2012	199212	1108.6	1109.2
L9-2012	199212	1136.4	1136.8
L9-2012	199212	1137.2	1137.8
L9-2012	199212	1138.7	1139.5
L9-2015	198207	1059	1062.8
L9-2015	198207	1064.2	1065.4
L9-2015	198207	1068.6	1069.2
L9-2015	198207	1069.6	1071.4
L9-2015	198207	1071.4	1077.2
L9-2017	198408	1085.2	1087.4
L9-2017	198408	1090	1092.4
L9-2017	198408	1093.2	1094.8
L9-2017	198408	1096	1098.4
L9-2017	198408	1100	1103
L9-2017	198408	1105.2	1109.6
L9-2017	198408	1113	1115
L9-2017	198408	1121.4	1132.6
L9-2018	198408	1146	1146.8
L9-2018	198408	1152.4	1155
L9-2018	198408	1165.4	1166
L9-2018	198408	1166.4	1168.6
L9-2018	198408	1178	1178.8
L9-2018	198408	1184.4	1185.4
L9-2018	198408	1186.7	1187.3
L9-2018	198408	1188.5	1189.1
L9-2018	198408	1193	1195.2
L9-2018	198408	1197	1197.6
L9-202	197404	972.3	975.6
L9-202	197404	976.2	979.8
L9-202	197404	983.1	983.5
L9-202	197404	984.4	986.4
L9-202	197404	986.8	989
L9-202	197404	991.4	993.5
L9-202	197404	994.2	997
L9-202	197404	999.4	1002.2
L9-202	197404	1003.7	1004.8
L9-202	197404	1005.2	1006
L9-202	197404	1011.2	1012.4
L9-202	197404	1013.9	1014.5
L9-202	197404	1017.8	1021.2
L9-202	197404	1030	1030.5
L9-202	197404	1032.5	1033.1
L9-202	197404	1033.6	1035.2
L9-202	197404	1035.8	1038.5
L9-202	197404	1041.2	1043.5
L9-202	197404	1048.6	1049.5
L9-202	197404	1078.9	1079.7
L9-202	197404	1081.4	1082
L9-202	197404	1083.3	1084.3
L9-202	197404	1086.8	1087.3
L9-202	197404	1090	1091
L9-202	197404	1094.4	1102.1
L9-202	197404	1104.3	1104.9
L9-202	197404	1110.3	1113
L9-202	197404	1127.8	1128.9
L9-202	197404	1130.6	1131
L9-202	197404	1133.7	1134.1
L9-202	197404	1135.1	1135.7
L9-202	197404	1138.3	1138.9
L9-202	197404	1139.8	1148.9
L9-202	197404	1149.9	1150.5
L9-202	197404	1155	1156.8
L9-202	197404	1159.2	1160.2
L9-202	197404	1161.4	1161.9
L9-202	197404	1166.3	1166.7
L9-202	197404	1167.1	1168.1
L9-202	197404	1171.2	1171.9
L9-202	197404	1172.9	1173.4
L9-202	197404	1177.7	1178.2
L9-202	197404	1183.3	1183.7
L9-202	197404	1188.3	1188.8
L9-202	197404	1190.4	1191.7
L9-202	197404	1194.6	1195.2
L9-202	197404	1197.5	1199.2
L9-202	197404	1199.9	1200.3
L9-2021	199306	1127.4	1128.7
L9-2021	199306	1153.4	1156
L9-2021	199306	1156.4	1159.1
L9-2021	199306	1160	1161.3
L9-2021	199306	1164.5	1165
L9-2021	199306	1165.4	1165.9
L9-2021	199306	1166.9	1168.1
L9-2021	199306	1170.6	1172.9
L9-2021	199306	1174.5	1175.6
L9-2021	199306	1176	1176.6
L9-2021	199306	1177	1178.3
L9-2021	199306	1178.6	1179.8
L9-2021	199306	1180.2	1180.6
L9-2021	199306	1183	1183.4
L9-2021	199306	1183.8	1185.4
L9-2021	199306	1186	1188.2
L9-2021	199306	1189.6	1190.8
L9-2021	199306	1192.2	1194.6
L9-2021	199306	1195.1	1195.9
L9-2022	199302	957.4	958
L9-2022	199302	958.4	959.7
L9-2022	199302	960.4	960.8
L9-2022	199302	965.2	966.2
L9-2022	199302	967.8	971.8
L9-2022	199302	972.3	973.2
L9-2022	199302	973.6	975.1
L9-2022	199302	975.4	977
L9-2022	199302	1026.1	1027
L9-2022	199302	1105.3	1107.2
L9-2022	199302	1108.3	1109.1
L9-2022	199302	1111	1111.8
L9-2022	199302	1112.9	1113.6
L9-2022	199302	1114.3	1115
L9-2022	199302	1144.6	1145.2
L9-2027	198408	1089.1	1089.6
L9-2027	198408	1091.7	1092.6
L9-2027	198408	1099	1100.2
L9-2027	198408	1100.6	1104.6
L9-2027	198408	1105.3	1105.7
L9-2027	198408	1113.3	1114.3
L9-2027	198408	1123.7	1124.1
L9-2028	198406	1143.2	1144.4
L9-2028	198406	1144.8	1147.6
L9-2028	198406	1150	1150.8
L9-2028	198406	1151.4	1156
L9-2028	198406	1167.5	1168.1
L9-2028	198406	1171.7	1172.4
L9-2028	198406	1176.2	1176.7
L9-2028	198406	1179.4	1180
L9-2028	198406	1183.2	1184.4
L9-2028	198406	1190.8	1191.6
L9-2028	198406	1193.6	1194.4
L9-2028	198406	1195.9	1196.5
L9-2028	198406	1202.4	1203.4
L9-2028	198406	1209.7	1210.4
L9-2028	198406	1211.1	1211.7
L9-2028	198406	1214.8	1215.6
L9-2028	198406	1216.6	1217.1
L9-203	197404	948	950.6
L9-203	197404	952.5	955.6
L9-203	197404	956.4	959.2
L9-203	197404	960.8	962.4
L9-203	197404	964.4	967.1
L9-203	197404	979.4	983.6
L9-203	197404	984	988.8
L9-203	197404	989.4	992.4
L9-203	197404	995.4	998.2
L9-203	197404	1006.8	1013
L9-203	197404	1014.5	1017.8
L9-203	197404	1018.6	1020.4
L9-203	197404	1023.7	1025.3
L9-203	197404	1026.4	1028.6
L9-203	197404	1053.4	1054.6
L9-203	197404	1058.8	1059.5
L9-203	197404	1062.4	1064.8
L9-203	197404	1068.3	1069.6
L9-203	197404	1078.6	1079.1
L9-203	197404	1080.7	1081.1
L9-203	197404	1085.8	1088.4
L9-203	197404	1088.8	1090
L9-203	197404	1092.5	1092.9
L9-203	197404	1094	1101.8
L9-203	197404	1103.3	1103.8
L9-203	197404	1104.5	1105.1
L9-203	197404	1105.5	1110.8
L9-203	197404	1115.2	1115.8
L9-203	197404	1116.8	1117.3
L9-203	197404	1119.7	1120.1
L9-203	197404	1121.4	1121.9
L9-203	197404	1123.4	1123.8
L9-203	197404	1124.8	1126
L9-203	197404	1126.7	1127.1
L9-203	197404	1130.1	1130.7
L9-203	197404	1131.6	1136.6
L9-203	197404	1138.3	1138.9
L9-203	197404	1140.9	1141.3
L9-203	197404	1143.4	1144
L9-203	197404	1145.7	1146.2
L9-203	197404	1146.8	1147.6
L9-203	197404	1149.4	1150.3
L9-203	197404	1153	1153.5
L9-203	197404	1154.1	1154.5
L9-203	197404	1155.1	1155.5
L9-203	197404	1156.6	1158
L9-203	197404	1160.3	1161.3
L9-203	197404	1163.8	1164.4
L9-203	197404	1165.1	1165.7
L9-203	197404	1166.6	1167.5
L9-203	197404	1170.1	1170.5
L9-203	197404	1170.9	1171.5
L9-203	197404	1172.9	1173.8
L9-203	197404	1174.8	1176.3
L9-203	197404	1181.9	1185.2
L9-203	197404	1186.4	1188.7
L9-203	197404	1189.4	1191.2
L9-2031	199305	1116.6	1118.6
L9-2031	199305	1120.4	1128
L9-2031	199305	1128.3	1129
L9-2031	199305	1141.5	1142.7
L9-2031	199305	1143.2	1144.8
L9-2031	199305	1145.2	1146.7
L9-2031	199305	1153	1159.3
L9-2031	199305	1159.8	1160.2
L9-2031	199305	1160.6	1161.9
L9-2031	199305	1162.3	1163.8
L9-2031	199305	1164.4	1165.2
L9-2032	199302	1033.8	1035.4
L9-2032	199302	1036	1036.8
L9-2032	199302	1069.4	1070.7
L9-2032	199302	1071.4	1073.8
L9-2032	199302	1074.4	1076.1
L9-2032	199302	1076.6	1077
L9-2032	199302	1077.8	1079.2
L9-2032	199302	1094.4	1101.4
L9-2032	199302	1101.8	1102.3
L9-2032	199302	1103	1103.7
L9-2032	199302	1104.6	1105
L9-2032	199302	1106.6	1107
L9-2032	199302	1110	1110.7
L9-2037	198408	1054.6	1058.4
L9-2037	198408	1060.8	1064.6
L9-2037	198408	1071.3	1073.2
L9-2037	198408	1074.4	1079.5
L9-2037	198408	1082.1	1084.8
L9-2037	198408	1085.8	1087
L9-2037	198408	1092.3	1092.9
L9-2037	198408	1097.1	1097.5
L9-2037	198408	1102.2	1110.2
L9-2038	198408	1114.2	1115.6
L9-2038	198408	1116	1118.4
L9-2038	198408	1119.4	1120.2
L9-2038	198408	1132.3	1132.7
L9-2038	198408	1133.3	1133.9
L9-2038	198408	1138.6	1139.4
L9-2038	198408	1143.6	1145.2
L9-2038	198408	1149.5	1150.1
L9-2038	198408	1153.6	1154.4
L9-2038	198408	1155.3	1156
L9-2038	198408	1165	1165.8
L9-2038	198408	1169.2	1169.7
L9-2038	198408	1170.1	1170.7
L9-2038	198408	1172.1	1172.6
L9-2038	198408	1173.7	1174.3
L9-2038	198408	1176.9	1177.5
L9-2038	198408	1180.5	1181.1
L9-2038	198408	1185.2	1186.5
L9-2038	198408	1189.4	1190
L9-2038	198408	1190.4	1191
L9-2038	198408	1192.9	1193.5
L9-2038	198408	1197.6	1198.4
L9-2077	198408	1055	1056.4
L9-2077	198408	1056.8	1059.4
L9-2077	198408	1060	1061.2
L9-2077	198408	1064.7	1065.4
L9-2077	198408	1067.7	1068.4
L9-2077	198408	1072.1	1072.7
L9-2077	198408	1074.9	1078.6
L9-2077	198408	1080	1081.4
L9-2077	198408	1082	1086.6
L9-2077	198408	1087.8	1088.4
L9-2077	198408	1097.4	1099.6
L9-2088	198408	1117.8	1118.6
L9-2088	198408	1123.2	1128.5
L9-2088	198408	1130	1133.5
L9-2088	198408	1135	1137.1
L9-2088	198408	1139.8	1148.2
L9-2088	198408	1149.8	1150.4
L9-2088	198408	1156.7	1157.1
L9-2088	198408	1158.1	1158.7
L9-2088	198408	1159.4	1160
L9-2088	198408	1167.4	1168.8
L9-2088	198408	1171.7	1172.3
L9-2088	198408	1178.2	1180
L9-2088	198408	1183.8	1184.4
L9-2088	198408	1186.9	1188.6
L9-2088	198408	1190.1	1190.7
L9-2088	198408	1191.8	1192.4
L9-2088	198408	1193.2	1194.8
L9-2088	198408	1195.3	1195.9
L9-2088	198408	1197.2	1198.8
L9-21	197405	1034	1036
L9-21	197405	1041.5	1042
L9-21	197405	1044.4	1053.5
L9-210	197404	947.6	951.8
L9-210	197404	953.3	963
L9-210	197404	964.5	965.1
L9-210	197404	968.3	968.7
L9-210	197404	973.6	974.6
L9-210	197404	975.1	975.5
L9-210	197404	976.5	977.5
L9-210	197404	983.4	986.8
L9-210	197404	988.3	992.3
L9-210	197404	1006.5	1011.7
L9-210	197404	1013.2	1019.7
L9-210	197404	1021.1	1022.1
L9-210	197404	1054.6	1059
L9-210	197404	1061.2	1062
L9-210	197404	1062.8	1064
L9-210	197404	1065	1066.1
L9-210	197404	1066.6	1068.2
L9-210	197404	1068.8	1069.2
L9-210	197404	1071.8	1081.8
L9-210	197404	1096.3	1096.8
L9-210	197404	1105.1	1105.6
L9-210	197404	1106.6	1107.2
L9-210	197404	1108.4	1110
L9-210	197404	1115.6	1118
L9-210	197404	1126.2	1127.3
L9-210	197404	1128	1129.2
L9-210	197404	1130.2	1131.4
L9-210	197404	1135.3	1135.7
L9-210	197404	1136.5	1137.5
L9-210	197404	1141.5	1141.9
L9-210	197404	1143.2	1144.2
L9-210	197404	1151.9	1152.3
L9-210	197404	1153.2	1156
L9-210	197404	1158.7	1159.3
L9-210	197404	1159.9	1160.3
L9-210	197404	1163.6	1165.8
L9-210	197404	1166.5	1166.9
L9-210	197404	1170	1171.8
L9-210	197404	1172.8	1173.4
L9-210	197404	1174	1174.5
L9-210	197404	1178.7	1179.1
L9-210	197404	1179.5	1181.4
L9-210	197404	1182.3	1182.9
L9-210	197404	1183.3	1185.8
L9-210	197404	1186.4	1189
L9-210	197404	1194.9	1195.3
L9-210	197404	1196.2	1197
L9-210	197404	1197.7	1198.1
L9-2101	199305	1106	1108.1
L9-2101	199305	1108.9	1110
L9-2101	199305	1111.1	1112
L9-2101	199305	1112.4	1113
L9-2101	199305	1113.6	1115.6
L9-2101	199305	1118.8	1120.8
L9-2101	199305	1122.9	1124.9
L9-2101	199305	1123.7	1123.9
L9-2101	199305	1124.5	1124.7
L9-2101	199305	1124.6	1124.8
L9-2101	199305	1126.6	1126.8
L9-2101	199305	1127.8	1130.5
L9-2101	199305	1128.4	1128.6
L9-2101	199305	1128.5	1128.7
L9-2101	199305	1129.4	1129.6
L9-2101	199305	1129.5	1129.7
L9-2101	199305	1130.2	1130.4
L9-2101	199305	1135	1136
L9-2101	199305	1136.8	1137.6
L9-2101	199305	1138.2	1140.4
L9-2101	199305	1154	1154.4
L9-2101	199305	1155.3	1159
L9-2101	199305	1155.7	1155.9
L9-2101	199305	1156.2	1156.4
L9-2101	199305	1156.3	1156.5
L9-2101	199305	1156.5	1156.7
L9-2101	199305	1157.2	1157.4
L9-2101	199305	1157.8	1158
L9-2101	199305	1158.7	1158.9
L9-2101	199305	1159.4	1160
L9-2101	199305	1159.7	1159.9
L9-2101	199305	1162.8	1164.5
L9-2101	199305	1165.2	1167.1
L9-2101	199305	1183	1186
L9-2101	199305	1186.4	1187.6
L9-2102	199304	1142.2	1142.9
L9-2102	199304	1143.8	1144.9
L9-2102	199304	1146.1	1147
L9-2102	199304	1147.4	1148.4
L9-2102	199304	1150.6	1151.4
L9-2102	199304	1152.8	1153.7
L9-2102	199304	1154.3	1155.6
L9-2102	199304	1156.1	1156.5
L9-2102	199304	1157.2	1157.8
L9-2102	199304	1158.4	1158.8
L9-2102	199304	1159.4	1160.1
L9-2102	199304	1161.7	1163.5
L9-2102	199304	1162	1162.2
L9-2102	199304	1162.5	1162.7
L9-2102	199304	1162.6	1162.8
L9-2102	199304	1163.7	1165.6
L9-2102	199304	1164.5	1164.7
L9-2102	199304	1164.6	1164.8
L9-2102	199304	1165.1	1165.3
L9-2102	199304	1166.7	1167.1
L9-2102	199304	1166.8	1167
L9-2102	199304	1170.2	1170.5
L9-2102	199304	1171.3	1172.3
L9-2102	199304	1171.6	1171.8
L9-2102	199304	1171.7	1171.9
L9-2102	199304	1173.2	1174.9
L9-2102	199304	1173.7	1173.9
L9-2102	199304	1174.1	1174.3
L9-2102	199304	1174.2	1174.4
L9-2102	200405	975.1	978.6
L9-2102	200405	1005.6	1009.7
L9-2102	200405	1018.4	1024.3
L9-2102	200405	1035.2	1037.2
L9-2102	200405	1066.1	1067.2
L9-2102	200405	1067.8	1071.1
L9-2102	200405	1072	1075
L9-2102	200405	1102.6	1105
L9-2102	200405	1113.1	1117.2
L9-211	197404	970.2	974.2
L9-211	197404	975.7	979.6
L9-211	197404	980.2	984.8
L9-211	197404	986.3	991.4
L9-211	197404	998.2	1002.6
L9-211	197404	1008.6	1012
L9-211	197404	1012.6	1014.6
L9-211	197404	1016.4	1016.9
L9-211	197404	1017.4	1019.4
L9-211	197404	1047.2	1049.8
L9-211	197404	1088.2	1090.4
L9-211	197404	1096.2	1103.8
L9-211	197404	1105.3	1114
L9-211	197404	1131.2	1131.7
L9-211	197404	1133.8	1134.8
L9-211	197404	1135.8	1137.8
L9-211	197404	1145.2	1148
L9-211	197404	1149	1154.2
L9-211	197404	1155.2	1156.6
L9-211	197404	1159.6	1160.8
L9-211	197404	1164.3	1164.9
L9-211	197404	1165.5	1166.1
L9-211	197404	1167.3	1167.9
L9-211	197404	1175.2	1178.7
L9-211	197404	1180	1180.8
L9-211	197404	1181.6	1185
L9-211	197404	1185.4	1185.9
L9-211	197404	1187.9	1188.3
L9-211	197404	1195	1196.2
L9-211	197404	1198.6	1199.4
L9-2111	199305	1125.6	1127.6
L9-2111	199305	1129	1130.1
L9-2111	199305	1131.4	1134.3
L9-2111	199305	1135.2	1135.9
L9-2111	199305	1138.4	1140.3
L9-2111	199305	1153.6	1154.8
L9-2111	199305	1158.2	1158.4
L9-2111	199305	1158.8	1159.3
L9-2111	199305	1159	1159.2
L9-2111	199305	1159.7	1160.4
L9-2111	199305	1160.1	1160.3
L9-2111	199305	1162.9	1165.2
L9-2111	199305	1163.4	1163.6
L9-2111	199305	1163.5	1163.7
L9-2111	199305	1164	1164.2
L9-2111	199305	1164.1	1164.3
L9-2111	199305	1168.8	1169.2
L9-2111	199305	1168.9	1169.1
L9-2111	199305	1169.9	1172
L9-2111	199305	1170.2	1170.4
L9-2111	199305	1170.8	1171
L9-2111	199305	1170.9	1171.1
L9-2111	199305	1171.3	1171.5
L9-2111	199305	1171.4	1171.6
L9-2111	199305	1173.5	1174.1
L9-2111	199305	1173.8	1174
L9-2111	199305	1181.7	1183
L9-2111	199305	1183.6	1186.2
L9-2111	199305	1193	1194
L9-2111	199305	1194.5	1195.3
L9-2111	199305	1196.3	1198.6
L9-2112	199304	950.8	952.2
L9-2112	199304	952.8	953.4
L9-2112	199304	957	959.3
L9-2112	199304	962.6	964.1
L9-2112	199304	964.8	965.4
L9-2112	199304	966	969.3
L9-2112	199304	1090.5	1090.8
L9-2112	199304	1090.5	1090.7
L9-2112	199304	1094.3	1095.3
L9-2112	199304	1094.6	1094.8
L9-2112	199304	1095	1095.2
L9-2112	199304	1096.4	1097.2
L9-2112	199304	1096.6	1096.8
L9-2112	199304	1096.9	1097.1
L9-2112	199304	1097.8	1098
L9-2112	199304	1136.6	1137.5
L9-2117	198404	1083.3	1084
L9-2117	198404	1084.4	1085
L9-2117	198404	1085.4	1086.6
L9-2117	198404	1088	1088.6
L9-2117	198404	1091.6	1093.2
L9-2117	198404	1094.4	1095.1
L9-2117	198404	1095.8	1101
L9-2117	198404	1103	1110
L9-2117	198404	1112	1115.6
L9-2118	198404	1148.6	1152
L9-2118	198404	1161.6	1162.4
L9-2118	198404	1168.3	1168.9
L9-2118	198404	1177.1	1177.7
L9-2118	198404	1178.1	1178.5
L9-2118	198404	1183.2	1183.8
L9-2118	198404	1187	1187.8
L9-2118	198404	1189	1190.5
L9-2118	198404	1192	1192.6
L9-2118	198404	1193.1	1193.6
L9-2118	198404	1195.8	1196.4
L9-212	197404	969.3	972.9
L9-212	197404	974.2	981
L9-212	197404	983.6	984.1
L9-212	197404	984.6	985.2
L9-212	197404	987.1	991.6
L9-212	197404	998.2	1000.1
L9-212	197404	1008.4	1011.6
L9-212	197404	1012.4	1012.9
L9-212	197404	1018	1020.2
L9-212	197404	1029.4	1034
L9-212	197404	1035.5	1042.1
L9-212	197404	1044.6	1048.4
L9-212	197404	1051.6	1052.2
L9-212	197404	1082.9	1084.2
L9-212	197404	1087.7	1088.1
L9-212	197404	1088.8	1091.4
L9-212	197404	1096.2	1098.2
L9-212	197404	1098.6	1102.1
L9-212	197404	1106.5	1113.7
L9-212	197404	1115.4	1115.9
L9-212	197404	1126.4	1126.8
L9-212	197404	1128.1	1128.7
L9-212	197404	1131	1133.1
L9-212	197404	1134	1137.2
L9-212	197404	1140.4	1141
L9-212	197404	1148.1	1150.6
L9-212	197404	1151.8	1153.7
L9-212	197404	1154.3	1156.1
L9-212	197404	1160.2	1161.4
L9-212	197404	1164.7	1168.5
L9-212	197404	1170.7	1171.3
L9-212	197404	1171.9	1172.4
L9-212	197404	1176	1177.5
L9-212	197404	1178.4	1179.4
L9-212	197404	1180	1181.8
L9-212	197404	1182.7	1183.4
L9-212	197404	1183.9	1184.7
L9-212	197404	1186.3	1188.6
L9-212	197404	1189.8	1191.8
L9-212	197404	1193.4	1193.9
L9-212	197404	1194.4	1196.1
L9-212	197404	1197.2	1198.7
L9-212	197404	1202.7	1203.8
L9-212	197404	1205.6	1206.1
L9-212	197404	1208.2	1209
L9-2121	199306	1127.3	1128.6
L9-2121	199306	1130.7	1131.1
L9-2121	199306	1131.6	1136
L9-2121	199306	1136.4	1139.2
L9-2121	199306	1153.3	1153.8
L9-2121	199306	1154.1	1154.5
L9-2121	199306	1154.8	1156.6
L9-2121	199306	1165.6	1166.6
L9-2121	199306	1167.3	1168.9
L9-2121	199306	1171.1	1173.2
L9-2121	199306	1175	1175.7
L9-2121	199306	1190.4	1191.8
L9-2121	199306	1193.2	1195.4
L9-2121	199306	1195.9	1196.4
L9-2121	199306	1197.6	1198.6
L9-2122	199305	951.4	953.8
L9-2122	199305	956.7	957.2
L9-2122	199305	957.8	960.4
L9-2122	199305	961.2	962
L9-2122	199305	962.4	963.8
L9-2122	199305	964.4	966
L9-2122	199305	966.8	967.5
L9-2122	199305	967.8	968.2
L9-2122	199305	968.6	969.6
L9-2122	199305	1019.2	1020.2
L9-2122	199305	1023.6	1024.3
L9-2122	199305	1024.9	1025.6
L9-2122	199305	1094.6	1099.2
L9-2122	199305	1100.7	1101.2
L9-2122	199305	1102.4	1103.4
L9-2122	199305	1105.2	1105.6
L9-2122	199305	1106.3	1106.7
L9-2122	199305	1136	1137.1
L9-2127	198309	1080	1083.6
L9-2127	198309	1088.4	1091.2
L9-2127	198309	1096	1103.8
L9-2127	198309	1105.9	1106.8
L9-2127	198309	1108	1113
L9-2128	198309	1147.4	1149
L9-2128	198309	1150	1150.6
L9-2128	198309	1153.6	1155.2
L9-2128	198309	1158	1162.9
L9-2128	198309	1170.7	1172.9
L9-2128	198309	1175	1175.6
L9-2128	198309	1176.2	1177.4
L9-2128	198309	1181.2	1183.4
L9-2128	198309	1188.4	1189.6
L9-2128	198309	1190.2	1193.6
L9-2128	198309	1195.4	1196.2
L9-2128	198309	1200.6	1202.4
L9-2128	198309	1203.8	1204.4
L9-2128	198309	1206.2	1206.8
L9-2128	198309	1208	1209.8
L9-2128	198309	1210.3	1210.9
L9-2128	198309	1213.4	1214.8
L9-2128	198309	1215.2	1216
L9-2128	198309	1217	1217.5
L9-2128	198309	1223.2	1224.4
L9-213	197404	949.4	952.6
L9-213	197404	955.1	962.5
L9-213	197404	966.5	970
L9-213	197404	975.2	975.7
L9-213	197404	977.5	979
L9-213	197404	987.5	988.3
L9-213	197404	989.4	992.2
L9-213	197404	992.7	999.7
L9-213	197404	1032.5	1033.8
L9-213	197404	1068.6	1069.8
L9-213	197404	1070.5	1070.9
L9-213	197404	1075.3	1075.8
L9-213	197404	1078	1085.8
L9-213	197404	1091	1091.6
L9-213	197404	1106.1	1106.8
L9-213	197404	1113	1114
L9-213	197404	1116.9	1117.4
L9-213	197404	1122.6	1124
L9-213	197404	1125.7	1126.3
L9-213	197404	1132.5	1133.2
L9-213	197404	1135.6	1136.1
L9-213	197404	1139.6	1140.6
L9-213	197404	1147.3	1148
L9-213	197404	1150.7	1151.4
L9-213	197404	1154.3	1154.7
L9-213	197404	1155.7	1156.1
L9-213	197404	1156.9	1157.4
L9-213	197404	1158.8	1159.5
L9-213	197404	1161.8	1162.4
L9-213	197404	1163.5	1164
L9-213	197404	1165.7	1166.2
L9-213	197404	1169.7	1170.1
L9-213	197404	1178.3	1179.8
L9-213	197404	1182.3	1183
L9-213	197404	1184.9	1185.5
L9-213	197404	1185.9	1186.5
L9-213	197404	1186.9	1187.3
L9-213	197404	1188	1188.6
L9-213	197404	1192	1192.8
L9-213	199203	1009.2	1023.9
L9-2131	199306	1109.2	1110
L9-2131	199306	1110.4	1111.1
L9-2131	199306	1111.4	1111.8
L9-2131	199306	1112.2	1113.8
L9-2131	199306	1114.3	1114.9
L9-2131	199306	1115.6	1116.6
L9-2131	199306	1117.5	1118.7
L9-2131	199306	1141	1142.2
L9-2131	199306	1142.6	1145
L9-2131	199306	1147	1148
L9-2131	199306	1149	1149.8
L9-2131	199306	1150.2	1150.7
L9-2131	199306	1151.2	1151.8
L9-2131	199306	1152.2	1154.2
L9-2131	199306	1154.6	1156.8
L9-2131	199306	1158.6	1159.6
L9-2131	199306	1160.1	1161.6
L9-2131	199306	1169.1	1170.7
L9-2131	199306	1173	1174.8
L9-2131	199306	1175.8	1176.8
L9-2131	199306	1177.4	1178
L9-2131	199306	1179	1179.9
L9-2131	199306	1180.6	1182
L9-2131	199306	1182.5	1184
L9-2132	199305	1083.4	1085.8
L9-2132	199305	1086.2	1088
L9-2132	199305	1090.6	1092.5
L9-2132	199305	1092.8	1093.4
L9-2132	199305	1093.7	1094.1
L9-2132	199305	1094.4	1094.8
L9-2132	199305	1095.2	1095.6
L9-2132	199305	1100.4	1101.4
L9-2132	199305	1102.9	1103.6
L9-2132	199305	1108	1108.4
L9-2132	199305	1109.8	1110.2
L9-2132	199305	1110.6	1111
L9-2137	198404	1065.8	1066.4
L9-2137	198404	1068	1071.4
L9-2137	198404	1076.3	1077.5
L9-2137	198404	1078	1082.8
L9-2137	198404	1090	1090.7
L9-2137	198404	1092.4	1093
L9-2137	198404	1098.6	1099.2
L9-2138	198404	1115.4	1120.4
L9-2138	198404	1131.7	1132.3
L9-2138	198404	1132.8	1141.4
L9-2138	198404	1145.7	1146.3
L9-2138	198404	1146.7	1147.1
L9-2138	198404	1147.6	1150.5
L9-2138	198404	1154.5	1155.1
L9-2138	198404	1155.6	1156.8
L9-2138	198404	1158	1158.6
L9-2138	198404	1160	1161
L9-2138	198404	1161.8	1162.6
L9-2138	198404	1165.1	1165.7
L9-2138	198404	1166.8	1168.2
L9-2138	198404	1168.8	1169.4
L9-2138	198404	1169.8	1170.4
L9-2138	198404	1170.9	1171.3
L9-2138	198404	1173	1174
L9-2138	198404	1175	1175.8
L9-2138	198404	1187.6	1188.6
L9-2138	198404	1189.2	1190.2
L9-2138	198404	1191.9	1192.3
L9-2138	198404	1193.2	1197.4
L9-2177	198403	1058	1059.4
L9-2177	198403	1062	1063.2
L9-2177	198403	1065.6	1066.4
L9-2177	198403	1073.8	1078
L9-2177	198403	1080.4	1082.7
L9-2177	198403	1084.2	1086.2
L9-2177	198403	1089.4	1090
L9-2177	198403	1091.6	1093.2
L9-2188	198404	1112.9	1113.8
L9-2188	198404	1114.4	1115.4
L9-2188	198404	1116.7	1117.1
L9-2188	198404	1138.4	1141.6
L9-2188	198404	1153.6	1155.8
L9-2188	198404	1158.1	1158.7
L9-2188	198404	1164	1165.3
