¾®ºÅ	ÈÕÆÚ	¾®¶Î¶¥	¾®¶Îµ×
L8-202	197406	1167.3	1167.8
L8-202	197406	1168.4	1169
L8-202	197406	1169.7	1170.3
L8-202	197406	1171.7	1172.1
L8-202	197406	1174.6	1175.2
L8-202	197406	1176	1176.6
L8-202	197406	1177.2	1179.3
L8-202	197406	1179.7	1180.4
L8-202	197406	1181.1	1181.6
L8-202	197406	1186.8	1187.5
L8-202	197406	1192.8	1194.7
L8-202	197406	1195.2	1196.1
L8-2021	199303	1087	1089
L8-2021	199303	1089.8	1091.2
L8-2021	199303	1092.4	1094.5
L8-2021	199303	1125.2	1128
L8-2021	199303	1128.6	1130.2
L8-2021	199303	1136.2	1140.8
L8-2021	199303	1141.1	1142.2
L8-2021	199303	1144.4	1147.4
L8-2021	199303	1147.8	1149.6
L8-2021	199303	1150.8	1151.6
L8-2021	199303	1152	1153
L8-2021	199303	1153.5	1154.2
L8-2021	199303	1154.5	1155.2
L8-2021	199303	1155.6	1157.4
L8-2021	199303	1158.4	1159
L8-2021	199303	1160	1161.3
L8-2021	199303	1187.4	1187.8
L8-2021	199303	1188.6	1190.7
L8-2022	199303	1054.3	1055.6
L8-2022	199303	1056.2	1056.6
L8-2022	199303	1057	1057.5
L8-2022	199303	1057.9	1059.9
L8-2022	199303	1077.2	1077.8
L8-2022	199303	1078.2	1078.8
L8-2022	199303	1079.2	1081.1
L8-2022	199303	1081.6	1083.4
L8-2022	199303	1090.4	1090.8
L8-2022	199303	1091.4	1092.6
L8-2027	198408	1036.8	1039.8
L8-2027	198408	1048.6	1051.2
L8-2027	198408	1057	1061
L8-2027	198408	1062.5	1065.4
L8-2027	198408	1070.4	1071.4
L8-2028	198408	1088.4	1095.4
L8-2028	198408	1101.5	1102.2
L8-2028	198408	1103	1104.2
L8-2028	198408	1105.2	1105.7
L8-2028	198408	1106.4	1107.4
L8-2028	198408	1108.4	1109
L8-2028	198408	1110.6	1111.8
L8-2028	198408	1114.4	1115.4
L8-2028	198408	1117.6	1118.6
L8-2028	198408	1120.1	1122.2
L8-2028	198408	1127.6	1131.8
L8-2028	198408	1134	1134.7
L8-2028	198408	1135.4	1136.8
L8-2028	198408	1138.6	1139.2
L8-2028	198408	1140.6	1141.2
L8-2028	198408	1147	1148.4
L8-2028	198408	1149	1151.7
L8-2028	198408	1153.2	1155
L8-2028	198408	1157.2	1157.7
L8-2028	198408	1158.7	1159.1
L8-2028	198408	1160.4	1161.4
L8-2028	198408	1166	1166.8
L8-2028	198408	1167.3	1168.2
L8-2028	198408	1169.7	1170.3
L8-2028	198408	1171.1	1171.5
L8-2028	198408	1173.8	1178.4
L8-2028	198408	1179	1179.6
L8-2028	198408	1182.6	1184.2
L8-2028	198408	1186.7	1187.1
L8-2028	198408	1189.6	1190.6
L8-2028	198408	1191.3	1194.2
L8-2028	198408	1203.3	1204.8
L8-2028	198408	1205.8	1207.6
L8-2028	198408	1208.2	1209.7
L8-2028	198408	1214.6	1216
L8-203	197407	929.1	933.2
L8-203	197407	934.7	939.8
L8-203	197407	947.8	951.4
L8-203	197407	953.4	958.2
L8-203	197407	960.5	961.1
L8-203	197407	993.1	996
L8-203	197407	1029.3	1030.4
L8-203	197407	1037.8	1039.9
L8-203	197407	1049.2	1051.6
L8-203	197407	1052.4	1054.6
L8-203	197407	1058	1059.1
L8-203	197407	1072.3	1072.9
L8-203	197407	1077.9	1078.4
L8-203	197407	1079	1080.4
L8-203	197407	1082.6	1083.1
L8-203	197407	1084.8	1085.8
L8-203	197407	1086.2	1096
L8-203	197407	1097.1	1098.8
L8-203	197407	1101.3	1101.9
L8-203	197407	1103.7	1105.4
L8-203	197407	1106.2	1106.6
L8-203	197407	1107.4	1108.3
L8-203	197407	1111.3	1111.8
L8-203	197407	1112.4	1120.2
L8-203	197407	1125.5	1126.1
L8-203	197407	1126.5	1128.4
L8-203	197407	1131.4	1131.8
L8-203	197407	1134.5	1136.2
L8-203	197407	1137.8	1139.5
L8-203	197407	1142.1	1143.2
L8-203	197407	1144.2	1144.6
L8-203	197407	1145.2	1146
L8-203	197407	1147.9	1148.3
L8-203	197407	1150	1150.4
L8-203	197407	1151.8	1152.4
L8-203	197407	1153.6	1156.3
L8-203	197407	1156.9	1157.3
L8-203	197407	1158.9	1161.5
L8-203	197407	1163.2	1164.5
L8-203	197407	1166.7	1167.4
L8-203	197407	1167.9	1170
L8-203	197407	1170.4	1171.3
L8-203	197407	1175.5	1176.5
L8-203	197407	1176.9	1177.5
L8-203	197407	1180	1182.5
L8-203	197407	1183.2	1184.5
L8-203	197407	1189.5	1190.1
L8-203	197407	1192.1	1192.6
L8-203	197407	1195.2	1196.5
L8-2031	199212	1077.6	1078.4
L8-2031	199212	1078.8	1079.6
L8-2031	199212	1080.4	1081.8
L8-2031	199212	1082.1	1083.6
L8-2031	199212	1084	1084.8
L8-2031	199212	1085.4	1088.2
L8-2031	199212	1088.6	1089.2
L8-2031	199212	1091.2	1092.8
L8-2031	199212	1103.2	1105.9
L8-2031	199212	1106.4	1108
L8-2031	199212	1110.8	1112.8
L8-2031	199212	1113.2	1113.6
L8-2031	199212	1115.5	1118.4
L8-2031	199212	1128.8	1129.4
L8-2031	199212	1130	1132.8
L8-2031	199212	1142.5	1144.7
L8-2031	199212	1145.3	1147.4
L8-2031	199212	1148	1149.1
L8-2031	199212	1150.8	1151.4
L8-2031	199212	1151.9	1152.3
L8-2031	199212	1153	1154.6
L8-2031	199212	1155.1	1155.6
L8-2031	199212	1179.8	1180.8
L8-2031	199212	1181.1	1183.3
L8-2031	199212	1184.9	1190.1
L8-2032	199212	995.1	996.7
L8-2032	199212	997.6	998
L8-2032	199212	998.5	1000
L8-2032	199212	1001	1001.4
L8-2032	199212	1002.1	1002.6
L8-2032	199212	1005.1	1006
L8-2032	199212	1060.8	1061.4
L8-2032	199212	1062.7	1064.2
L8-2032	199212	1065.6	1071.1
L8-2032	199212	1073.4	1074.5
L8-2032	199212	1075.8	1076.3
L8-2035	198204	1006.7	1007.2
L8-2035	198204	1008.2	1013
L8-2035	199609	1013	1022.2
L8-2037	198408	1031.6	1032.4
L8-2037	198408	1039.4	1040.1
L8-2037	198408	1046.6	1051.4
L8-2037	198408	1057.2	1058.8
L8-2037	198408	1060	1061.4
L8-2037	198408	1064	1065.8
L8-2037	198408	1075	1076.8
L8-2038	198409	1070	1072.4
L8-2038	198409	1092.1	1092.7
L8-2038	198409	1096	1097.4
L8-2038	198409	1097.8	1100.4
L8-2038	198409	1106.6	1109
L8-2038	198409	1109.6	1110.6
L8-2038	198409	1111.2	1112.8
L8-2038	198409	1120	1120.6
L8-2038	198409	1122	1127.6
L8-2038	198409	1134.3	1135.2
L8-2038	198409	1137.4	1138.6
L8-2038	198409	1144.4	1146.6
L8-2038	198409	1147.9	1148.5
L8-2038	198409	1150.8	1151.8
L8-2038	198409	1158.6	1160
L8-2038	198409	1161.2	1161.8
L8-2038	198409	1167.6	1168.3
L8-2038	198409	1172	1173.2
L8-2038	198409	1176	1177
L8-2038	198409	1177.8	1178.4
L8-2038	198409	1185.8	1186.4
L8-2038	198409	1190.6	1192
L8-2077	198408	1028.9	1030.2
L8-2077	198408	1039.4	1041.2
L8-2077	198408	1042.4	1049
L8-2077	198408	1050.5	1053.4
L8-2077	198408	1056.6	1058.2
L8-2077	198408	1059.9	1060.5
L8-2088	198408	1070.4	1071
L8-2088	198408	1071.6	1072.4
L8-2088	198408	1075.4	1076.2
L8-2088	198408	1077	1081.2
L8-2088	198408	1083	1084.4
L8-2088	198408	1087.9	1093
L8-2088	198408	1094.5	1097.8
L8-2088	198408	1105.3	1107.2
L8-2088	198408	1108	1108.6
L8-2088	198408	1111.2	1112.8
L8-2088	198408	1116.8	1117.6
L8-2088	198408	1119.6	1120.6
L8-2088	198408	1122.8	1123.8
L8-2088	198408	1128	1129.4
L8-2088	198408	1130.8	1131.6
L8-2088	198408	1134.7	1135.3
L8-2088	198408	1135.8	1137.2
L8-2088	198408	1142.6	1143.4
L8-2088	198408	1145.6	1146.4
L8-2088	198408	1147.9	1148.5
L8-2088	198408	1151.8	1152.4
L8-2088	198408	1153	1154.6
L8-2088	198408	1155.8	1158.8
L8-2088	198408	1163.5	1164.1
L8-2088	198408	1165	1166.2
L8-2088	198408	1168.1	1168.7
L8-2088	198408	1172.3	1172.9
L8-2088	198408	1174	1175
L8-2088	198408	1175.6	1176.4
L8-2088	198408	1182.1	1182.7
L8-2088	198408	1184.8	1186
L8-2088	198408	1187	1187.8
L8-2088	198408	1188.2	1189.6
L8-2088	198408	1191.6	1192.4
L8-2088	198408	1194.9	1195.5
L8-2088	198408	1198.2	1199
L8-21	197406	952	954.8
L8-21	197406	957.2	961
L8-21	197406	974.4	979.2
L8-21	197406	981.3	987.2
L8-21	197406	988.7	992.6
L8-21	197406	996.2	1001.4
L8-21	197406	1011.4	1018
L8-21	197406	1019.8	1023.6
L8-21	197406	1024	1024.4
L8-21	197406	1024.8	1026
L8-21	197406	1034.9	1035.5
L8-21	197406	1040.2	1040.9
L8-21	197406	1050.1	1051.7
L8-21	197406	1052.4	1056.6
L8-21	197406	1067	1067.4
L8-21	197406	1067.9	1068.8
L8-21	197406	1069.3	1070.6
L8-21	197406	1071.1	1071.7
L8-21	197406	1077.9	1078.3
L8-21	197406	1080.7	1081.8
L8-21	197406	1083.4	1084
L8-21	197406	1084.4	1085.4
L8-21	197406	1088.1	1089.7
L8-21	197406	1091.7	1093.4
L8-21	197406	1095.8	1096.2
L8-21	197406	1101.7	1102.1
L8-21	197406	1102.8	1103.4
L8-21	197406	1108	1109.3
L8-21	197406	1111.6	1112.1
L8-21	197406	1112.6	1113.7
L8-21	197406	1115.9	1116.3
L8-21	197406	1117.9	1118.5
L8-21	197406	1119.7	1120.1
L8-21	197406	1120.5	1121.4
L8-21	197406	1122.5	1123.1
L8-21	197406	1124.6	1125.2
L8-21	197406	1127.5	1128.6
L8-21	197406	1130.6	1131
L8-21	197406	1131.5	1132.1
L8-21	197406	1133	1133.6
L8-21	197406	1134.2	1134.6
L8-21	197406	1136.2	1137.4
L8-21	197406	1138	1139
L8-21	197406	1140.3	1140.7
L8-21	197406	1145.7	1146.1
L8-21	197406	1147.7	1148.1
L8-21	197406	1148.6	1149.2
L8-21	197406	1150.9	1151.4
L8-21	197406	1153.3	1154.2
L8-21	197406	1154.9	1155.5
L8-21	197406	1157.7	1158.2
L8-21	197406	1159.2	1160.4
L8-21	197406	1161.1	1161.5
L8-21	197406	1161.9	1162.4
L8-21	197406	1162.9	1163.4
L8-21	197406	1164.5	1166.5
L8-21	197406	1167.5	1168
L8-21	197406	1170.1	1170.9
L8-21	197406	1172.1	1173.9
L8-21	197406	1174.8	1176.9
L8-21	197406	1177.8	1178.4
L8-21	197406	1187.8	1188.2
L8-21	197406	1188.9	1189.3
L8-21	197406	1190.2	1191.4
L8-21	197406	1197.2	1197.8
L8-21	197406	1199.8	1200.4
L8-21	197406	1200.9	1201.3
L8-21	197406	1203.7	1204.4
L8-2101	199204	1118.2	1118.6
L8-2101	199204	1120	1121
L8-2101	199204	1120.7	1120.9
L8-2101	199204	1122	1123.8
L8-2101	199204	1122.4	1122.6
L8-2101	199204	1122.9	1123.1
L8-2101	199204	1123.5	1123.7
L8-2101	199204	1129.6	1131.4
L8-2101	199204	1130.3	1130.5
L8-2101	199204	1130.4	1130.6
L8-2101	199204	1131.1	1131.3
L8-2101	199204	1131.8	1133.4
L8-2101	199204	1132.5	1132.7
L8-2101	199204	1133.1	1133.3
L8-2101	199204	1134.4	1135.6
L8-2101	199204	1134.8	1135
L8-2101	199204	1135.3	1135.5
L8-2101	199204	1146.2	1147.3
L8-2101	199204	1148.3	1150.4
L8-2101	199204	1150.8	1152.6
L8-2101	199204	1159.8	1160.6
L8-2101	199204	1161	1161.8
L8-2101	199204	1162.4	1165.2
L8-2102	199204	975.4	976.1
L8-2102	199204	1002.3	1002.7
L8-2102	199204	1002.4	1002.6
L8-2102	199204	1003.3	1003.6
L8-2102	199204	1003.9	1005.1
L8-2102	199204	1004.3	1004.5
L8-2102	199204	1004.4	1004.6
L8-2102	199204	1004.8	1005
L8-2102	199204	1053.8	1054.4
L8-2102	199204	1057.8	1058.2
L8-2102	199204	1069.1	1069.8
L8-2102	199204	1072.5	1073
L8-2102	199204	1072.7	1072.9
L8-2102	199204	1077.7	1078
L8-2102	199204	1078.7	1079.5
L8-2102	199204	1079.1	1079.3
L8-2102	199204	1079.2	1079.4
L8-2102	199204	1079.8	1080.4
L8-2102	199204	1080.1	1080.3
L8-2102	199204	1083.9	1085.5
L8-2102	199204	1085.8	1086.2
L8-2102	199204	1086.6	1092.5
L8-2102	199204	1092.9	1094
L8-211	197406	960.6	961.6
L8-211	197406	973.6	977.8
L8-211	197406	990	990.6
L8-211	197406	991.6	993.2
L8-211	197406	994.6	996.6
L8-211	197406	997.2	998.2
L8-211	197406	1037	1040.6
L8-211	197406	1041	1042.8
L8-211	197406	1048	1049.8
L8-211	197406	1051	1052.5
L8-211	197406	1053.7	1054.1
L8-211	197406	1057.4	1062.2
L8-211	197406	1063.8	1065.4
L8-211	197406	1066.6	1068.4
L8-211	197406	1071.7	1072.3
L8-211	197406	1074.7	1075.3
L8-211	197406	1078.6	1079.2
L8-211	197406	1092.9	1093.5
L8-211	197406	1094.1	1094.5
L8-211	197406	1095.8	1096.6
L8-211	197406	1097.5	1098.2
L8-211	197406	1098.7	1100.2
L8-211	197406	1104.7	1105.3
L8-211	197406	1107.4	1110.8
L8-211	197406	1111.3	1111.9
L8-211	197406	1115	1115.7
L8-211	197406	1120.2	1120.7
L8-211	197406	1121.1	1122.2
L8-211	197406	1124.8	1125.6
L8-211	197406	1126	1127.2
L8-211	197406	1127.8	1131.6
L8-211	197406	1133.1	1133.6
L8-211	197406	1137.2	1139
L8-211	197406	1140.6	1141.1
L8-211	197406	1143.9	1144.5
L8-211	197406	1145	1145.6
L8-211	197406	1148.3	1148.8
L8-211	197406	1152	1152.6
L8-211	197406	1154	1154.9
L8-211	197406	1155.3	1155.9
L8-211	197406	1158.2	1158.7
L8-211	197406	1160.5	1161.1
L8-211	197406	1162.6	1163.1
L8-211	197406	1163.9	1164.5
L8-211	197406	1165.6	1166.8
L8-211	197406	1167.7	1170.3
L8-211	197406	1171	1173
L8-211	197406	1176.5	1177.1
L8-211	197406	1177.9	1184.8
L8-211	197406	1188.5	1188.9
L8-211	197406	1192.1	1193.3
L8-2111	199303	1114.8	1115.8
L8-2111	199303	1117.1	1117.5
L8-2111	199303	1117.8	1118.2
L8-2111	199303	1119.1	1121
L8-2111	199303	1121.4	1123.8
L8-2111	199303	1132.2	1132.9
L8-2111	199303	1134.2	1135.6
L8-2111	199303	1136.4	1138.2
L8-2111	199303	1149	1151.2
L8-2111	199303	1151.6	1152.2
L8-2111	199303	1152.8	1153.8
L8-2111	199303	1154.2	1154.6
L8-2111	199303	1155.1	1158
L8-2111	199303	1161.6	1163.4
L8-2111	199303	1164.2	1165.6
L8-2111	199303	1166	1167.6
L8-2111	199303	1182.4	1184.6
L8-2112	199304	941.6	949.6
L8-2117	198403	1041	1042.8
L8-2117	198403	1043.9	1044.5
L8-2117	198403	1047	1047.6
L8-2117	198403	1054.1	1060.6
L8-2117	198403	1063.3	1066.5
L8-2117	198403	1070.6	1072.2
L8-2117	198403	1074.5	1075.1
L8-2118	198404	1101.6	1103.2
L8-2118	198404	1104.6	1106.6
L8-2118	198404	1114	1116.2
L8-2118	198404	1118	1119
L8-2118	198404	1126.6	1127.4
L8-2118	198404	1136.7	1137.3
L8-2118	198404	1137.7	1143.8
L8-2118	198404	1147.8	1151
L8-2118	198404	1155	1158.2
L8-2118	198404	1159.7	1160.3
L8-2118	198404	1163.8	1164.6
L8-2118	198404	1168.4	1169
L8-2118	198404	1169.4	1170.8
L8-2118	198404	1171.8	1173
L8-2118	198404	1177.2	1178
L8-2118	198404	1179.5	1183.8
L8-2118	198404	1185	1186.6
L8-2118	198404	1190.4	1191
L8-2118	198404	1191.8	1192.8
L8-2118	198404	1195.4	1196.8
L8-212	197406	960	960.8
L8-212	197406	965.2	967.6
L8-212	197406	968.8	969.6
L8-212	197406	975.2	975.7
L8-212	197406	977.8	978.5
L8-212	197406	980.9	983.8
L8-212	197406	992.5	993.1
L8-212	197406	994.2	998.6
L8-212	197406	1000.6	1011.2
L8-212	197406	1011.8	1012.2
L8-212	197406	1012.7	1013.3
L8-212	197406	1014.2	1014.8
L8-212	197406	1052.6	1053.9
L8-212	197406	1054.7	1055.1
L8-212	197406	1061.9	1062.5
L8-212	197406	1074.3	1074.7
L8-212	197406	1077.5	1077.9
L8-212	197406	1084.8	1090.2
L8-212	197406	1093	1094.6
L8-212	197406	1097.1	1098
L8-212	197406	1099.4	1100.4
L8-212	197406	1101.2	1103.4
L8-212	197406	1103.9	1104.5
L8-212	197406	1109	1109.5
L8-212	197406	1110.4	1111
L8-212	197406	1111.6	1113.6
L8-212	197406	1115.7	1116.1
L8-212	197406	1116.7	1117.2
L8-212	197406	1121.8	1123.4
L8-212	197406	1124.2	1125
L8-212	197406	1127.5	1127.9
L8-212	197406	1128.8	1129.4
L8-212	197406	1132.5	1132.9
L8-212	197406	1134.4	1134.8
L8-212	197406	1135.4	1137.3
L8-212	197406	1138.1	1138.7
L8-212	197406	1140	1140.8
L8-212	197406	1143.2	1143.6
L8-212	197406	1144.9	1145.4
L8-212	197406	1146.3	1146.7
L8-212	197406	1147.3	1148.9
L8-212	197406	1151.9	1153.8
L8-212	197406	1155.5	1155.9
L8-212	197406	1156.3	1156.9
L8-212	197406	1165.6	1166.2
L8-212	197406	1168.2	1169
L8-212	197406	1172	1173.6
L8-212	197406	1174.9	1175.5
L8-212	197406	1177.3	1177.9
L8-212	197406	1178.7	1179.1
L8-212	197406	1180.4	1183.4
L8-212	197406	1185.2	1187.4
L8-212	197406	1188.6	1190
L8-212	197406	1190.5	1192.4
L8-212	197406	1193	1193.6
L8-212	197406	1198.3	1198.8
L8-212	197406	1203.8	1204.3
L8-2121	199304	1097.2	1097.6
L8-2121	199304	1098	1098.8
L8-2121	199304	1100.2	1101
L8-2121	199304	1103.4	1104.6
L8-2121	199304	1107.2	1108
L8-2121	199304	1126.3	1127.7
L8-2121	199304	1130.9	1131.3
L8-2121	199304	1131.6	1133.3
L8-2121	199304	1133.6	1134
L8-2121	199304	1137.5	1138
L8-2121	199304	1138.8	1139.5
L8-2121	199304	1140	1141.7
L8-2121	199304	1144.6	1145.9
L8-2121	199304	1147.7	1148.3
L8-2121	199304	1149.4	1149.8
L8-2121	199304	1150.2	1151
L8-2121	199304	1151.6	1154.3
L8-2121	199304	1156.2	1157.5
L8-2121	199304	1157.8	1160.9
L8-2121	199304	1167.4	1168
L8-2121	199304	1168.4	1169
L8-2121	199304	1169.4	1170.3
L8-2121	199304	1171.6	1173.4
L8-2121	199304	1174	1174.5
L8-2122	199305	961.7	965.4
L8-2122	199305	967.8	970.2
L8-2122	199305	1060.6	1063
L8-2122	199305	1079.2	1079.6
L8-2122	199305	1082.2	1082.8
L8-2122	199305	1083.2	1084.6
L8-2122	199305	1085.2	1087
L8-2127	198311	1049.8	1050.6
L8-2127	198311	1051.4	1052.7
L8-2127	198311	1059.8	1061
L8-2127	198311	1073.4	1074.8
L8-2127	198311	1076.4	1077.2
L8-2127	198311	1083.6	1089.6
L8-2128	198311	1107	1107.8
L8-2128	198311	1111	1111.6
L8-2128	198311	1112.5	1112.9
L8-2128	198311	1113.4	1114.6
L8-2128	198311	1120.2	1123.5
L8-2128	198311	1125.5	1129
L8-2128	198311	1133.2	1137
L8-2128	198311	1138.8	1141
L8-2128	198311	1143.4	1144.4
L8-2128	198311	1144.8	1146
L8-2128	198311	1146.8	1153
L8-2128	198311	1154.6	1155.4
L8-2128	198311	1156.4	1160.2
L8-2128	198311	1163.1	1167.4
L8-2128	198311	1169	1171.4
L8-2128	198311	1172.4	1174.7
L8-2128	198311	1175.6	1177
L8-2128	198311	1177.4	1178
L8-2128	198311	1179.2	1180.2
L8-2128	198311	1183.6	1190
L8-2128	198311	1191	1192.6
L8-2128	198311	1193.4	1194.6
L8-2128	198311	1196.3	1196.9
L8-2128	198311	1197.3	1197.7
L8-2128	198311	1200.6	1202.4
L8-2128	198311	1203.2	1204.6
L8-2128	198311	1208.2	1209.2
L8-2128	198311	1210.1	1210.5
L8-2128	198311	1211.4	1212
L8-2128	198311	1212.4	1215.6
L8-2128	198311	1216	1218
L8-213	197407	951.2	955.6
L8-213	197407	967.8	975.1
L8-213	197407	979.6	980
L8-213	197407	981	982.7
L8-213	197407	984.2	985.6
L8-213	197407	998.3	1001.6
L8-213	197407	1026	1030.2
L8-213	197407	1031.7	1036.5
L8-213	197407	1038.4	1041.1
L8-213	197407	1042.6	1043
L8-213	197407	1044.6	1046
L8-213	197407	1053.2	1055.2
L8-213	197407	1058.6	1060.6
L8-213	197407	1063.6	1064.4
L8-213	197407	1066	1066.6
L8-213	197407	1067.1	1067.5
L8-213	197407	1069.3	1069.8
L8-213	197407	1075.5	1077.8
L8-213	197407	1078.3	1079.8
L8-213	197407	1081	1081.4
L8-213	197407	1084.3	1084.7
L8-213	197407	1086.7	1087.2
L8-213	197407	1087.7	1088.6
L8-213	197407	1090.5	1093
L8-213	197407	1095.2	1096.6
L8-213	197407	1098.1	1098.5
L8-213	197407	1100.6	1101.2
L8-213	197407	1104.8	1106.2
L8-213	197407	1110.7	1111.5
L8-213	197407	1115.4	1117.4
L8-213	197407	1119.7	1120.3
L8-213	197407	1121.2	1123.5
L8-213	197407	1124	1125
L8-213	197407	1125.4	1127.5
L8-213	197407	1128.2	1129.5
L8-213	197407	1132.2	1134.4
L8-213	197407	1135.1	1136.4
L8-213	197407	1137.2	1137.8
L8-213	197407	1138.5	1138.9
L8-213	197407	1141	1141.4
L8-213	197407	1143.2	1143.9
L8-213	197407	1144.7	1146
L8-213	197407	1150.2	1150.7
L8-213	197407	1153.2	1153.8
L8-213	197407	1155.5	1156
L8-213	197407	1157.1	1158.2
L8-213	197407	1161.4	1162.8
L8-213	197407	1163.5	1164.4
L8-213	197407	1166.2	1166.6
L8-213	197407	1167.3	1167.7
L8-213	197407	1168.4	1172.5
L8-213	197407	1174.4	1175.4
L8-213	197407	1176.7	1182.9
L8-213	197407	1185.6	1186.6
L8-213	197407	1187.8	1188.6
L8-213	197407	1190.7	1191.1
L8-213	197407	1192.6	1193.1
L8-213	197407	1193.5	1194.1
L8-213	197407	1194.6	1195.8
L8-213	197407	1201.5	1201.9
L8-213	197407	1204.3	1205.4
L8-213	199203	987.4	992.2
L8-213	199203	993.4	994
L8-2135	198205	1009.9	1010.4
L8-2135	198205	1012.1	1013.6
L8-2135	198205	1014.4	1016
L8-2135	198205	1017.8	1021
L8-2135	199609	1016	1017.8
L8-2135	199609	1021	1023.8
L8-2135	199609	1024.1	1027.2
L8-2137	198404	1030.8	1032
L8-2137	198404	1032.7	1033.3
L8-2137	198404	1033.8	1035.8
L8-2137	198404	1039.2	1043.2
L8-2137	198404	1056.4	1057
L8-2137	198404	1060.2	1061.6
L8-2137	198404	1063.7	1064.1
L8-2137	198404	1066.4	1067.6
L8-2137	198404	1079.4	1083
L8-2138	198405	1095	1096.2
L8-2138	198405	1099.6	1100.8
L8-2138	198405	1105	1111
L8-2138	198405	1111.4	1113.6
L8-2138	198405	1114.3	1114.9
L8-2138	198405	1117.8	1118.4
L8-2138	198405	1120	1121.4
L8-2138	198405	1121.8	1123.8
L8-2138	198405	1128.4	1133.2
L8-2138	198405	1133.6	1134.6
L8-2138	198405	1136.5	1137.1
L8-2138	198405	1141.8	1142.8
L8-2138	198405	1145.4	1146
L8-2138	198405	1148.8	1150.2
L8-2138	198405	1152	1152.6
L8-2138	198405	1157.4	1159.4
L8-2138	198405	1164.4	1165.4
L8-2138	198405	1166.1	1166.7
L8-2138	198405	1168.2	1174
L8-2138	198405	1174.6	1175.2
L8-2138	198405	1177.4	1179.8
L8-2138	198405	1184	1190.2
L8-2138	198405	1194.2	1195.2
L8-2138	198405	1195.9	1196.5
L8-2138	198405	1197.4	1198
L8-2138	198405	1200.2	1201.8
L8-2177	198403	1025.9	1026.4
L8-2177	198403	1027.6	1028.4
L8-2177	198403	1032.4	1032.9
L8-2177	198403	1033.8	1034.4
L8-2177	198403	1036	1038.5
L8-2177	198403	1039.4	1040.1
L8-2177	198403	1051.2	1052.1
L8-2177	198403	1053	1054.5
L8-2177	198403	1054.9	1056.4
L8-2177	198403	1064.7	1065.3
L8-2177	198403	1067.6	1068.4
L8-2177	198403	1070.9	1072.2
L8-2177	198403	1072.7	1073.1
L8-2188	198404	1090.3	1090.9
L8-2188	198404	1093.2	1094
L8-2188	198404	1094.8	1096.4
L8-2188	198404	1097.4	1098.4
L8-2188	198404	1115.9	1116.3
L8-2188	198404	1117.8	1118.4
L8-2188	198404	1120.8	1121.6
L8-2188	198404	1126.4	1127.6
L8-2188	198404	1129	1130.2
L8-2188	198404	1130.8	1132.1
L8-2188	198404	1132.8	1134
L8-2188	198404	1139	1140
L8-2188	198404	1140.6	1142.4
L8-2188	198404	1144.6	1145.4
L8-2188	198404	1147	1147.9
L8-2188	198404	1150	1150.6
L8-2188	198404	1153.3	1153.9
L8-2188	198404	1156.8	1158.6
L8-2188	198404	1159.2	1160.7
L8-2188	198404	1161.6	1162.8
L8-2188	198404	1166.4	1170.2
L8-2188	198404	1173.4	1175.2
L8-2188	198404	1176.4	1177.2
L8-2188	198404	1180	1182.9
L8-2188	198404	1184.4	1187.2
L8-2188	198404	1190	1190.8
L8-2188	198404	1191.7	1192.3
L8-2188	198404	1193.4	1194.4
L8-2188	198404	1195.2	1195.8
L8-22	197406	947.4	949.1
L8-22	197406	953	953.5
L8-22	197406	953.9	955.4
L8-22	197406	982.2	993.2
L8-22	197406	999	1000.9
L8-22	197406	1001.4	1002.6
L8-22	197406	1007.9	1008.5
L8-22	197406	1011.4	1016.3
L8-22	197406	1017.8	1024.6
L8-22	197406	1025.3	1027.4
L8-22	197406	1031.4	1033.4
L8-22	197406	1037.4	1038
L8-22	197406	1043.4	1043.9
L8-22	197406	1057.2	1061.2
L8-22	197406	1067.8	1068.2
L8-22	197406	1075.4	1080.2
L8-22	197406	1082	1083.4
L8-22	197406	1085.9	1086.3
L8-22	197406	1088.8	1089.6
L8-22	197406	1092.2	1093.6
L8-22	197406	1094	1094.8
L8-22	197406	1098.1	1104.6
L8-22	197406	1105.2	1107.6
L8-22	197406	1108	1108.6
L8-22	197406	1109.3	1111.3
L8-22	197406	1112.6	1113.1
L8-22	197406	1114	1114.6
L8-22	197406	1116.9	1117.3
L8-22	197406	1117.8	1118.4
L8-22	197406	1120.5	1121.3
L8-22	197406	1125.5	1126.4
L8-22	197406	1127.3	1127.9
L8-22	197406	1132.6	1133.7
L8-22	197406	1134.2	1135.3
L8-22	197406	1136.6	1137.1
L8-22	197406	1141.2	1142.5
L8-22	197406	1143	1143.5
L8-22	197406	1145.6	1146.2
L8-22	197406	1147.9	1149.3
L8-22	197406	1151.8	1152.3
L8-22	197406	1153.2	1154.4
L8-22	197406	1156.4	1156.9
L8-22	197406	1158.1	1158.5
L8-22	197406	1162.5	1163.1
L8-22	197406	1165	1166.4
L8-22	197406	1166.9	1167.4
L8-22	197406	1168.5	1169
L8-22	197406	1170.4	1171
L8-22	197406	1171.9	1172.4
L8-22	197406	1175.4	1176.2
L8-22	197406	1176.8	1177.6
L8-22	197406	1179	1180.2
L8-22	197406	1181	1182.2
L8-22	197406	1186	1186.5
L8-22	197406	1189.2	1189.7
L8-22	197406	1191.1	1191.8
L8-22	197406	1192.4	1192.9
L8-22	197406	1193.9	1194.9
L8-22	197406	1196	1196.5
