y1-2-B3	16339756.40	4215275.30	3090.12	3
y7-2-B5	16339369.70	4215723.00	3132.70	3
y9-3-B5	16339540.30	4216138.60	3122.09	3
y3-2-B3	16339649.50	4215421.60	3104.60	3
y9-1-B3	16339396.10	4215991.70	3130.32	15
y1-6-B2	16339444.00	4215034.20	3011.26	3
y5-4-B3	16339372.19	4215431.74	3101.65	15
y31-4-A6	16339730.40	4214971.50	3035.55	3
y3-4-B2	16339489.00	4215295.80	3075.62	3
y7-6-B1	16339034.80	4215457.00	3061.36	3
y7-2-B4	16339366.70	4215717.80	3132.70	3
y1-2-B2	16339750.40	4215275.30	3090.15	3
y1-6-B1	16339447.00	4215039.40	3011.26	3
y3-2-B2	16339652.50	4215426.80	3104.60	3
y7-3-B6	16339681.10	4215970.70	3172.17	3
y5-6-A5	16339205.50	4215301.50	3049.38	3
y13-2-A6	16338979.50	4216177.90	3132.97	3
y11-4-A6	16338938.00	4215900.00	3093.25	3
y7-4-A6	16339220.10	4215616.40	3105.29	3
y3-6-A5	16339312.00	4215161.00	3014.09	3
y5-4-B2	16339369.19	4215426.54	3101.65	15
y5-6-A3	16339208.50	4215306.70	3049.38	3
y1-2-B1	16339744.40	4215275.30	3090.15	3
y11-1-B6	16339265.00	4216152.00	3141.46	3
y11-1-B5	16339268.00	4216157.20	3141.46	3
y3-4-B1	16339486.00	4215290.60	3075.62	3
y3-2-B1	16339655.50	4215432.00	3104.60	3
y31-4-B4	16339733.40	4214976.60	3035.55	3
y11-4-B4	16338941.00	4215905.20	3093.25	3
y7-3-B5	16339678.10	4215965.50	3172.10	3
y5-6-B2	16339202.50	4215296.30	3049.38	3
y31-6-A5	16339573.97	4214828.19	3009.01	3
y7-4-B4	16339205.00	4215603.80	3105.29	3
y3-4-B3	16339492.00	4215301.00	3075.62	3
y7-2-B2	16339363.70	4215712.60	3132.70	3
y1-4-A5	16339604.00	4215120.10	3055.32	3
y1-8	16339290.80	4214886.70	3008.02	3
y5-4-B1	16339366.19	4215421.35	3101.65	15
y9-6-A3	16338912.00	4215640.20	3067.76	3
y5-2-B6	16339525.50	4215547.30	3126.36	3
y11-3-B6	16339312.60	4216259.50	3135.49	3
y11-4-A5	16338941.00	4215905.20	3093.25	3
y31-6-B1	16339570.97	4214823.00	3009.01	3
y5-6-B1	16339205.50	4215301.40	3049.38	3
y1-4-B4	16339598.80	4215114.90	3055.52	15
y19-4-A6	16338430.70	4216521.60	3088.19	3
y7-4-B3	16339208.10	4215595.60	3105.29	3
y9-4-A5	16339061.20	4215798.10	3097.42	15
y11-8	16338575.90	4215627.90	3030.41	15
y5-2-B5	16339528.50	4215552.50	3126.36	3
y9-6-A2	16338903.00	4215624.30	3072.76	3
y1-4-B3	16339595.80	4215109.70	3055.52	15
y7-4-B2	16339205.10	4215590.40	3105.49	3
y33-2-B5	16340037.52	4214951.92	3038.44	3
y5-2-B3	16339531.50	4215557.60	3126.36	3
y9-6-A1	16338900.00	4215619.10	3072.76	3
y31-2-A6	16339932.68	4215069.10	3054.10	3
y31-4-B1	16339724.90	4214954.50	3035.55	3
y9-5-B6	16339705.84	4216225.76	3161.52	15
y33-4-A5	16339851.00	4214885.00	3021.98	3
y31-2-B3	16339935.68	4215080.09	3054.10	3
y31-2-B4	16339931.08	4215074.90	3054.10	3
y9-8	16338811.10	4215543.40	3019.20	15
y9-4-B3	16339058.20	4215792.90	3097.42	15
y13-3-B6	16339269.74	4216448.85	3103.34	3
y17-1-A6	16338832.00	4216728.00	3103.56	3
y3-1-B6	16339803.00	4216535.50	3118.60	3
y33-4-B4	16339848.00	4214879.80	3022.00	15
y23-1-A6	16338371.75	4217060.79	3142.58	15
y35-4-A6	16340010.00	4214649.40	3023.68	3
y31-2-B2	16339938.68	4215085.29	3054.10	3
y11-4-B1	16338944.00	4215910.40	3093.25	3
y27-1	16338120.30	4217356.80	3136.26	3
y33-4-B3	16339845.00	4214874.60	3022.00	3
y3-1-B5	16339806.00	4215540.70	3118.63	3
y31-2-B1	16339926.28	4215092.30	3054.10	3
y9-4-B2	16339055.2	4215787.7	3096.42	15
y32-2-A3	16337616.41	4217670.16	3142.85	3
y3-1-B3	16339809.00	4215545.90	3118.63	3
y33-4-B2	16339842.00	4214869.40	3022.00	15
y9-4-B1	16339055.20	4215787.70	3096.42	15
y25-4-A5	16337935.90	4216957.20	3097.91	15
y33-4-B1	16339845.00	4214874.60	3022.00	15
